,id,created_at,tweets,retweet_count,favorite_count,followers_count
96,1229908044714086401,2020-02-18 23:18:23,@gladstein @ofnumbers @kevinsekniqi FWIW I think it's very fair to treat ava and bitcoin as having similar levels o… https://t.co/SOeCCxB0UE,6,57,891277
97,1229888976212779009,2020-02-18 22:02:36,@patrissimo Capitalism predicated on capturing network effects has bad incentives. Becoming the center of the conne… https://t.co/hoA8DPKxGe,2,41,891277
98,1229832694713896960,2020-02-18 18:18:58,"RT @fubuloubu: @VitalikButerin Unix philosophy, but on Ethereum",9,0,891277
99,1229832623507165184,2020-02-18 18:18:41,RT @M0zrat: @VitalikButerin Teams tried to make ecosystems because it was clearly the best way to get funding — if we improve public goods…,7,0,891277
100,1229820757040984065,2020-02-18 17:31:32,"@el33th4xor The culprit is specifically using instantaneous prices in an index, and not moving average prices.",7,71,891277
101,1229820208899997696,2020-02-18 17:29:21,@Oscar_R_K https://t.co/pohN5559jX,1,2,891277
102,1229819782230241280,2020-02-18 17:27:39,"Things like tornado cash and uniswap, kyber and the like are successful in part because they are just tools that pe… https://t.co/BuDSIK5YFe",275,1697,891277
103,1229811022485000192,2020-02-18 16:52:51,The planned uniswap v2 price oracle design is resistant to the recent flash loan attacks. https://t.co/Qd7Z3Vqgk9,127,648,891277
104,1229796502853189632,2020-02-18 15:55:09,@timoncc @DangisLT @irhilly @PeterRizun This is my own take on why users running nodes that are guaranteed to rejec… https://t.co/Gyw4OrcneG,0,0,891277
105,1229795793600573442,2020-02-18 15:52:20,"@timoncc @DangisLT @irhilly @PeterRizun If the other 99% of users switch to a chain you don't like, you still have… https://t.co/cRGtly12hU",0,5,891277
106,1229795421620293632,2020-02-18 15:50:51,@timoncc @irhilly @DangisLT @PeterRizun https://t.co/epDAPADvFn,0,0,891277
107,1229792365851754498,2020-02-18 15:38:43,@timoncc @DangisLT @irhilly @PeterRizun Users are not in control if there is a social contract that users are not i… https://t.co/jlMMuJzeT7,0,3,891277
108,1229791934979305473,2020-02-18 15:37:00,"@SCBuergel @bzxHQ @synthetix_io Is this the same technique, manipulating the price in on-chain DEXes that gets used… https://t.co/sxCE7n9l1R",0,3,891277
109,1229791626400133125,2020-02-18 15:35:46,@SCBuergel @UniswapExchange version 2 is adding a price oracle that uses a moving average instead of the instantane… https://t.co/okOmadk7Xx,1,8,891277
110,1229618194576375808,2020-02-18 04:06:37,RT @0xstark: 1. One of Ethereum’s under-appreciated advantages is a proven ability to recruit new talent and withstand generational turnove…,55,0,891277
111,1229526540557250565,2020-02-17 22:02:25,RT @hudsonjameson: Leaving Denver. @sustainweb3 and @EthereumDenver were a blast! Thanks to all the organizers.,10,0,891277
112,1229224074431299584,2020-02-17 02:00:31,RT @avsa: A group just demoed a door that unlocks automatically based on an ethereum transaction. Another has a robot you can rent with eth…,53,0,891277
113,1229217523406721026,2020-02-17 01:34:29,The crypto space as a whole is a goldmine for social scientists of all kinds to explore. https://t.co/inhwlUqu06,128,718,891277
114,1229199145422008322,2020-02-17 00:21:28,"RT @CelerNetwork: Celer Network's mainnet upgrade, Lyra, launches on Ethereum!🚀🚀🚀 We have open-sourced the world's first multi-hop-networke…",89,0,891277
115,1229193281042571266,2020-02-16 23:58:10,@hfa_jet @robertwiblin @HowieLempel 8 years is a long long time.,0,9,891277
116,1229128935079841792,2020-02-16 19:42:28,@robertwiblin @HowieLempel When I was in school I was taught that hand sanitizer is short term good but long term i… https://t.co/GWNyVnEL4R,0,8,891277
117,1229113137292599297,2020-02-16 18:39:42,"@irhilly @DangisLT @timoncc @PeterRizun 1. Tragedy of the commons.
2. Miners should not be ultimately in control an… https://t.co/q50FjxPZOy",2,22,891277
118,1229093264176840706,2020-02-16 17:20:44,@DangisLT @timoncc @PeterRizun I agree the central authority sucks! Hence my proposal for coinvote as a marginally… https://t.co/3OOshouHcr,0,11,891277
119,1229087723434266625,2020-02-16 16:58:43,RT @mhluongo: Congratulations to the entire Zcash community! 🎉 $ZEC https://t.co/CCwU9xFdci,7,0,891277
120,1229086291012268035,2020-02-16 16:53:01,"@timoncc @PeterRizun The upgrade doesn't give more free money, it redirects 5% of the existing free money given to… https://t.co/DCsv2Nmv1C",0,9,891277
121,1229084594902896642,2020-02-16 16:46:17,@VladZamfir @TetraspaceAdmn Oh I'm sure you have things to say about the election that would be valuable for me to… https://t.co/8RZHYhcgXx,2,10,891277
122,1229069082282078208,2020-02-16 15:44:38,"@VladZamfir @TetraspaceAdmn Oh I don't care about extracting ""information"". I care about extracting this other thin… https://t.co/BtHXJKXQSM",2,16,891277
123,1229066669282058240,2020-02-16 15:35:03,"@VladZamfir @TetraspaceAdmn Notice that I did not use the word probability above! And also it's a gift, not a bet o… https://t.co/K8zbnegZwP",0,7,891277
124,1229066440596082689,2020-02-16 15:34:09,"@VladZamfir @TetraspaceAdmn Rank the following 100 conditional gifts in order of preference:

* You get $100 if the… https://t.co/uIl9k2qyCv",1,8,891277
125,1228909105588379648,2020-02-16 05:08:57,@PeterRizun My simplest proposal for getting credible neutrality back would be having a coin vote determine the whi… https://t.co/Bo03sovPXa,2,55,891277
126,1228844835362267139,2020-02-16 00:53:34,"@VladZamfir @Gary_Bernstein ""It's illegitimate to talk about probabilities of a single non-repeated event taking pl… https://t.co/3ELl8UIeAi",1,15,891277
127,1228813830899236865,2020-02-15 22:50:22,@embeddedfinance @VladZamfir @loovthejungle I'll bet at 1:1 odds that he does not dispute the characterization of b… https://t.co/Aq3ufNy8OB,1,2,891277
128,1228813450115244039,2020-02-15 22:48:51,"@VladZamfir @loovthejungle Basically, quantified info has higher social scalability.",0,6,891277
129,1228813185681166336,2020-02-15 22:47:48,@VladZamfir @loovthejungle It feels like you're anti-quantification on a more fundamental level. People who are pro… https://t.co/m4yZbrDomd,0,16,891277
130,1228812879081693185,2020-02-15 22:46:35,"@loovthejungle @VladZamfir What about bets just going on a public scoreboard and being denominated in ""credibility points""?",0,1,891277
131,1228812292722176000,2020-02-15 22:44:15,@VladZamfir https://t.co/p3Xp6XJ3ro,1,6,891277
132,1228812158424797184,2020-02-15 22:43:43,@VladZamfir @loovthejungle Predictions are a key type of information which is easy to police for correctness. So fo… https://t.co/GytgxXx4yQ,0,5,891277
133,1228811733856378882,2020-02-15 22:42:02,"@VladZamfir The whole point of this ""bet on it"" philosophy is that argumentation is a medium does not necessarily f… https://t.co/XFhkHY7qG5",2,46,891277
134,1228808473183424512,2020-02-15 22:29:04,@VladZamfir What do you propose as an alternative to putting your money where your mouth is?,1,36,891277
135,1228807827868831745,2020-02-15 22:26:30,"RT @spencernoon: Breathtaking visualization of today’s @bzxHQ attack courtesy of @bneiluj 

The crazy part: 

This all happened in a single…",86,0,891277
136,1228775785881853953,2020-02-15 20:19:11,"@oliverbeige @hfa_jet Token is the guy who wrote Lord of the Rings, right?",3,72,891277
137,1228691772466921475,2020-02-15 14:45:21,"@oliverbeige If decisions are allocated by auction, decisions that are on net socially harmful but benefit the plut… https://t.co/wZ0JGZuTQx",2,5,891277
138,1228689688271167488,2020-02-15 14:37:04,"@oliverbeige Influence on governance is a public good/bad, and so if it were allocated by auction, concentrated int… https://t.co/PDs9a2boad",0,13,891277
139,1228686521424896000,2020-02-15 14:24:29,"@dankrad @FightFightFight @zooko More to the point, the overpaid *development company* just hires more developers.… https://t.co/G8y82EUayw",0,5,891277
140,1228527779127480320,2020-02-15 03:53:42,"RT @calchulus: So nobody's gonna mention that Metamask crossed the million user threshold? Real adoption is already here...
@VitalikButerin…",106,0,891277
141,1228501625133772800,2020-02-15 02:09:46,"RT @dannyryan: Seriously, hack on #eth2 at @EthereumDenver. Help build the future of #ethereum!

 https://t.co/zknl6jc7Sv 

Lots of eth2 re…",32,0,891277
142,1228496932022124545,2020-02-15 01:51:07,@FightFightFight @zooko Why is it bad for devs to be overpaid but not bad for miners to be overpaid? I think the tw… https://t.co/MZcC7afLjs,4,43,891277
143,1228488171584925697,2020-02-15 01:16:18,This was fun! https://t.co/B4NW045Wuj,56,461,891277
144,1228420108575526912,2020-02-14 20:45:51,@joonian @jeffjohnroberts @EthereumDenver He does.,0,79,891277
145,1228418773612363778,2020-02-14 20:40:33,@mnolangray Having things within half a kilometer of home worth walking to is such a simple nudge toward healthier… https://t.co/N3jwmWsOGF,0,8,891277
146,1228418282161655809,2020-02-14 20:38:36,RT @jeffjohnroberts: I’ll be interviewing @VitalikButerin for the Saturday keynote at @EthereumDenver. What should I ask him? https://t.co/…,19,0,891277
147,1228418218756366336,2020-02-14 20:38:20,@mnolangray What's the usual rationale against allowing even restaurants and convenience stores in the middle of th… https://t.co/irRriGCKwY,0,20,891277
148,1228345005963644929,2020-02-14 15:47:25,RT @VitalikButerin: @zooko A cryptographic algorithm that is so complex and/or poorly explained that only a few people understand it is jus…,39,0,891277
149,1228344991455555584,2020-02-14 15:47:22,@zooko A cryptographic algorithm that is so complex and/or poorly explained that only a few people understand it is… https://t.co/rVUYUWpV4U,39,255,891277
150,1228344822764916737,2020-02-14 15:46:41,RT @zooko: I ♥️ how much effort StarkWare puts in to teaching people the math behind STARKs. (Disclosure: ECC invested in StarkWare.) https…,15,0,891277
151,1228184342288928768,2020-02-14 05:09:00,"RT @jarradhope: So many amazing people have believed in Status and have worked tirelessly to create not just a private, secure, p2p messeng…",73,0,891277
152,1228174978140401666,2020-02-14 04:31:47,"@nikitab It's confusing to me that people use ""The War of 1812"" to refer to that tiny sideshow in North America.",0,18,891277
153,1228122901133615106,2020-02-14 01:04:51,RT @weijie_eth: Is anyone attending @EthereumDenver interested to build on Minimal Anti-Collusion Infrastructure (MACI)? If you have a cool…,20,0,891277
154,1228101447696277504,2020-02-13 23:39:36,@owocki I think we can be much more ambitious than that!,5,48,891277
155,1228100742948352002,2020-02-13 23:36:48,"@EliBenSasson @wjmzbmr1 If so, would that count?",0,0,891277
156,1228100699499585538,2020-02-13 23:36:38,@EliBenSasson @wjmzbmr1 Are there approximations to TSP that take N^4 or a higher polynomial that give better resul… https://t.co/u1u4TnZnkx,0,4,891277
157,1227968223162667009,2020-02-13 14:50:13,@JoshuaTobkin @angela_walch @Voatz @juin_cc @KimiWu15 @audreyt Look forward to it!,0,5,891277
158,1227967908988346368,2020-02-13 14:48:58,RT @VitalikButerin: @EliBenSasson It definitely seems weird to me that someone hasn't come up with an FFT-like O(N^2*polylog(N)) algorithm…,16,0,891277
159,1227967864377757698,2020-02-13 14:48:48,"@EliBenSasson @zooko &lt;4 or &lt;=4?

&lt;4 seems aggressive given the high complexity of deterministic primality tests eve… https://t.co/QJq8E6siak",0,7,891277
160,1227966745555554304,2020-02-13 14:44:21,@EliBenSasson It definitely seems weird to me that someone hasn't come up with an FFT-like O(N^2*polylog(N)) algori… https://t.co/wIDRt12MjW,16,58,891277
161,1227956607939596293,2020-02-13 14:04:04,@natanielruizg @angela_walch @Voatz But social media corps in general have plenty of money! Maybe they are not will… https://t.co/arjSOkEDhl,0,3,891277
162,1227954070985441287,2020-02-13 13:53:59,@angela_walch @Voatz Why does anyone think that federal elections are remotely the right place to start for this ki… https://t.co/qnDQD2Uozj,14,95,891277
163,1227946643019821059,2020-02-13 13:24:28,"@CarlBeek And here's the third ghost in the trench coat, that has safety and liveness but not asynchrony :)

https://t.co/SVQfIKYu4B",3,18,891277
164,1227945036064550912,2020-02-13 13:18:05,@bytemaster7 @glenweyl @Boscore_BOS @krowndac @SHERM8N @BrendanBlumer Presumably if people start trying to funge it… https://t.co/IzpBoBGNp4,1,10,891277
165,1227654339717672961,2020-02-12 18:02:57,"RT @zooko: Vitalik, Karl, and some of the crew at ECC headquarters, scaling some blockchains. 😁 https://t.co/ZskHwduQvw",69,0,891277
166,1227328243327520768,2020-02-11 20:27:10,"RT @owocki: ""If Gitcoin Grants does continue operating regularly, &amp; attracts/expands its pool of donations, we could be very close to seein…",24,0,891277
