tweet_id,text,user_id,user_screen_name,user_name,created_at,retweets,likes,replies
949792028807892992,".@Coinbase  ""We anticipate enabling [Bitcoin Cash] buys and sells for European customers in early January 2018.""  https://support.coinbase.com/customer/portal/articles/2911542-bitcoin-cash-faq … #fintech #crytocurrency #blockchain #bitcoin #bitcoincash #litecoin #ltc #ethereum #eth #trading #developer #btc #bch #wallstreet #startup #EUpic.twitter.com/z2WMesfkCR",853659082762407941,Egon_01,Bitcoin [WeAreAllBitcoin] ✌️,1515283040000.0,33,79,5
949791804181839878,"New exchange UpCoin giving away $500 USD for trading to the first 100,000 that sign up.  Looks like it'll launch in 25 days.    #xvg #xrp #poe #trx #bitcoin #Ethereum #Litecoin #PacCoin #PAC",59003850,BTC_Bourgeois,Rich ₿ourgeois,1515282987000.0,0,0,0
949791735093239809,Bitcoin: What Does 2018 Hold In Store? #bitcoin #crypto #btc https://coinspectator.com/news/212596/bitcoin-what-does-2018-hold-in-store …pic.twitter.com/2NlomcQ19T,2276587183,coinspectator,Coin Spectator - Real-time cryptocurrency news,1515282970000.0,0,0,0
949791712683028480,#Bitcoin Latest Bitcoin Price: $17108.86 USD for ฿1 BTC #GoldCoinJar,3886801458,GoldCoinJar,Goldcoinjar,1515282965000.0,0,0,0
949791709642313728,A fundamental element of #symm risk-mitigation strategy is holding capital in fiat currencies (USD/EUR) when funds are not engaged in a trade. #SymmetryFund #SymmetryFundICO #ico #crypto #ethereum #bitcoin #btc #eth https://symmetry.fund pic.twitter.com/9lH7zsgqCV,922234262438498304,CryptoPirat,Klim Piratov,1515282964000.0,0,0,0
949791678768050176,"If this holds true, #bitcoin has to say goodbye to its leadership position. 2018 will be an interesting year for #crypto anyhow...  $XRP $BTC #cryptocurrency #blockchainhttps://themerkle.com/ripple-ceo-claims-three-top-money-transfer-companies-will-use-xrp/ …",940622094219595777,Sefbert,Julian Sefrin,1515282957000.0,0,1,0
949791539122900993,need an account to binance? you can register here but act fast before they patch this https://launchpad.binance.com/?ref=11987189  $BTC $VTC $LTC #SHITCOINS #BITCOIN #cryptocurrency,4217445613,ChampainSimpson,ChampagneSimpson,1515282923000.0,0,0,0
949791302534574080,Bittrex Users can no Longer Generate new Ethereum and ERC20 Token Deposit Addresses $ETH #BTC #Bitcoin http://www.hackingcrypto.com/posts/2IJIB/bittrex-users-can-no-longer-generate-new-ethereum-erc20-token-deposit-addresses …,925584404444880897,Hacking_Crypto,HackingCrypto,1515282867000.0,0,0,0
949791187824558080,Security and Scalability: Senior Consultant of Kairos Future Compares Bitcoin and Bitcoin Cash - http://bitcoinschannel.com/security-and-scalability-senior-consultant-of-kairos-future-compares-bitcoin-and-bitcoin-cash/ … $BCH $BTC #crypto,771502019471220736,CryptoNewswire,CryptoNewswire 🌐,1515282840000.0,0,0,0
949791143465836546,"""Bitmain will establish regional headquarters in Singapore and now has mining operations in the U.S. and Canada.""  More proof that any one country cannot shutdown bitcoin (BTC). Buy $GBTC and maybe miners $MGTI, $PRELF, $BTSC, and $BTCS.https://www.investors.com/news/bitcoin-jumps-ethereum-hits-a-high-visa-suspends-crypto-debit-cards/ …",164099102,modestus1,Michael Bryant,1515282829000.0,0,2,1
949791027468161031,$BTC is up and every $ALT in my Blockfolio is up in #Bitcoin value. ............. Dayum shouldn’t make this tweet it’s a jinx  #BlockChain #bitcoin #cryptocurrency,898967322031001600,bittymcbitface,@Bitty 💫🐻⚡️,1515282801000.0,0,1,1
949790983549603849,Here's where I'm trading cryptocurrencies: https://www.binance.com/?ref=16287327  $BTC #bitcoin #verge $XVG,21710232,zvineyard,Zac Vineyard,1515282791000.0,0,0,0
949790914175643648,"""Honey, what happened to the money in our savings account?""  #bitcoin #litecoin $BTC pic.twitter.com/z8mqf3NJNA",179013828,coinmaverick,Coin Maverick,1515282774000.0,4,20,2
949790884148711424,Chart $BTC $ETH $XRP $NEO - sell bitcoin at 18000 http://twib.in/l/geXbk4B7kkke  via @tradingview,939205728086167552,BitcoinLinkPage,Bitcoin Link Page,1515282767000.0,0,0,0
949790838049030144,Hey everyone if you wanna make some good money trading alt join this pump and dump group legit group awesome bunch of peeps https://discord.gg/mFT2WH  #btc #bitcoin #eth #etherium #xvg #verge currency #Discord #LTCUSD,887934674361737216,chrisadams949,Chris,1515282756000.0,0,0,0
949790768012591106,Bitcoin&NEM相場情報(Zaif)  btc/jpy ( https://zaif.jp/trade_btc_jpy  ) 時間 08:50 午前 価格 2045975  xem/btc ( https://zaif.jp/trade_xem_btc  ) 時間 08:48 午前 価格 0.00009573  xem/jpy ( https://zaif.jp/trade_xem_jpy  ) 時間 08:50 午前 価格 193.2499,717002709040107521,TanaPicks,TanaPicks | 棚原翔平ブログ,1515282740000.0,0,0,0
949790754603524096,Signup and get credited to your QoinPro wallet with: https://qoinpro.com/2e77f6a7c828dfeb8b52177a260ac663 …  0.00000250 BitCoin and 0.00000002 BTC daily 0.00007671 LiteCoin and 0.00000039 LTC daily 0.00004063 Dash and 0.00000043 DASH daily AND MORE!! #tron $trx $BTC $LTC $ETH #Crypto #Cryptocurreny $XVG $XVG,940563743569793024,EarlClayW,Clay,1515282736000.0,0,0,0
949790694104883201,The Hardware Bitcoin Wallet. Get Trezor now for only 89 EUR https://buytrezor.com?a=coinokbuytrezor.com/?a=coinok  #btc #bitcoin 18 pic.twitter.com/P1BLXi1qPF,2232163009,coinok,coinOK,1515282722000.0,0,0,0
949790486608449536,"Try https://www.Solidi.co/register?referer=VABISU … only £13,208.71 per BTC. (BPI +4.56%) #buy #bitcoin #banktrans",2242401187,Bitty_Bot,BittyBot,1515282672000.0,0,0,0
949790340298563585,No activity on twitter for a year (whatever the right account may be). A site that  shows more 404 pages then ones with actual info on it. Nothing more then a pump and dump this is.  1.5k #dogecoin give away! Follow!RT!  #bitcoin $btc $eth $dash $xvg #CryptoNews @dogecoinhttps://twitter.com/Lucid420/status/949788111646724098 …,19021819,Lucid420,CryptoPeasant,1515282638000.0,2,2,1
949790328265105409,"BitcoFarm, revoultion in the #PTC world! Build your farm, and start to earn #Bitcoin now! Play and Earn #BTC !! >> http://ridder.co/dRpmg4 pic.twitter.com/DYB2MODyIh",778951585388953601,ChelottiInfo,Alessio Chelotti,1515282635000.0,0,0,0
949790246350147584,#Bittrex Short Term Trade Sold $BCH at $2552.20395992 Loss: $0.77 Amount: 0.39151738 $BCH Total: 999.23 $USDT #blockchain #ethereum #bitcoin #ripple #bitcoincash #crypto $crypto #litecoin #cryptocurrency #ico #btc #cryptosignals,900725654756311041,coinfather_bot,coinfather Bot,1515282615000.0,0,3,1
949790162237599744,"Post by Jonathan Owens  We be looking for the next Bitcoin. NO, RDD coin is not the next BTC but what we are... https://fb.me/NNAQUuhR ",2678801214,Kueleza,Dr. Kueleza S. Vega,1515282595000.0,0,0,0
949790152712364032,#MarkZuckerberg says #bitcoin could come to #Facebook in the #future http://www.independent.co.uk/life-style/gadgets-and-tech/news/facebook-mark-zuckerberg-bitcoin-price-value-latest-blockchain-cryptocurrency-encryption-resolution-a8142531.html … $BTC $GBTC $FB $DIGAF $EPAZ $RDD $DOGE $XDN $ETH $LTC $GAHC $CCTL #Investing #technology #WSJ #CNBC #CNN #LATimes #NYTimes #coinbase #Coindesk #WallStreet #media #Stocks #altcoin #ICO ,2553008474,java_thahut,#CBD the #body & #mind #relief,1515282593000.0,1,2,0
949790133284474880,"Listen. @cosscrypto and their coin are running. Do not buy $Coss from their exchange. They have people waiting weeks for withdrawals but are taking deposits. AVOID. #EasyMoney , unless someone steals it. #bitcoin #ripple $BTC $XRP $NEO $QTUM $GAS $DRGN $XVG $TRX",2318306995,Crypto_Deity,Crypto Christ,1515282588000.0,0,1,0
949789943693373440,Slogan of 2018.  Chancoin $4chn Imageboard Cryptocurrency! Join our Discord! http://discord.gg/9WpX5gE  #bitcoin #btc $btc #ethereum #eth $eth #litecoin #ltc $ltc #kraken #coinbase #bitfinex #binance #zaif #pepecash #altcoin #meme #pepe #cosplay #cryptocurrency #cryptokittiespic.twitter.com/7KtoUrcily,947688061051252736,Cutlet_Bot,Cutlet_Bot,1515282543000.0,1,2,0
949789871232749568,1 BTC Earning Free And Fast Bitcoin Earn Money Tips - http://www.thebitcoinplanet.com/1-btc-earning-free-and-fast-bitcoin-earn-money-tips/ …pic.twitter.com/RirJWWc2Gc,915651459865354243,TheBTCPlanet,TheBitcoinPlanet.com,1515282526000.0,0,0,0
949789846180163584,Отправьте  BTC на Bitcoin-адрес15N81wAeYuxs16dM24D9Boa4KEVDyXAfq5.   bitcoin://15N81wAeYuxs16dM24D9Boa4KEVDyXAfq5 pic.twitter.com/Muim0O5mlG,938859172115951616,Nikolaibu,bitcoin,1515282520000.0,0,0,0
949789747915862016,http://www.binance.com/?ref=16568919  use this code get into #binance #Crypto #xvg #xrp #trx #btc #bitcoin #tron #tradingpic.twitter.com/ZH7YFEhEFt,85252609,Solargain25,Ivan,1515282496000.0,0,1,3
949789684837834754,Second Layer Developments Promise Major Changes For Bitcoin #btc #altcoin #ico https://coinspectator.com/news/212595/second-layer-developments-promise-major-changes-for-bitcoin …pic.twitter.com/CZey3szbtw,2276587183,coinspectator,Coin Spectator - Real-time cryptocurrency news,1515282481000.0,0,0,0
949789596178698242,$zcl has went from second page volume on #bittrix and is now overtaking $bcc. I guess the public is catching on about the $btcp hardfork coming up. News Monday. Nice to make another x10 so quick after $tron but I guess it’s round two!! $btc $zcash #bitcoin own privacy coin. Top 5,932812974456057856,Jnastycoinman,Jnasty-thecoinman,1515282460000.0,0,1,0
949789552243331072,$BTC CNBC: The NYSE is seeking permission to list bitcoin futures funds on its exchange http://twib.in/l/dbqak48XzREd ,4140709092,profits_bitcoin,BitcoinProfits,1515282450000.0,1,1,0
949789473235243009,$BTC Bitcoin Gold Plated Physical Commemorative Bitcoin In Protective Acrylic Case US http://twib.in/l/bdqak48MGKBb ,4140709092,profits_bitcoin,BitcoinProfits,1515282431000.0,1,0,0
949789441585045506,1222 den tnb alıp yatıyorum. bu arada bugün (pazar)ne kadar kazancım varsa pazartesi Canım Samsunspor a bağış değil hediye edeceğim. Dostlar bağış yapmaz hediye eder @yirmiocakorg #xvg #fuel #altcoin #bitcoin #xlm #btc #trx #snt #mana #poe #fuel #iota #eth #bcpt #samsunspor,870114241,Emrahmixx,Emrahça,1515282423000.0,0,7,0
949789322969886720,"Back to the ""performance"" thing again are we? The reality is that the claims  that Bcash has improved performance over BTC is being propagated by people who are being intentionally deceptive, as is evidenced by the marketing document you reference. Sad!",901563595602800640,Patagonia222,CalloftheWild 🇺🇸,1515282395000.0,0,1,1
949789281970741250,#XVG is the only truly private coin! #WraithProtocol #verge #Vergecurrency #altcoins #bitcoin #btc #xrp #ripple #Monero #cryptocurrencynews #Bitcoin #cryptocurrency #Dash #XMR #crypto #ETH #LTC #Bittrex #HODL #coinmarketcaphttps://twitter.com/thevergelion/status/949750781837791233 …,948447851994116096,XVG_Orca,XVG Orca,1515282385000.0,0,0,0
949789073039855616,Suppot Bitcoin #BTC $BTC on Crypto Chat! http://ift.tt/2CBwlW3  Bitcoin: Latest News: Finance ‘Guru’ James Altucher Is Launching a Cryptocurrency Exchange http://dlvr.it/Q9BG0L  #Bitcoin pic.twitter.com/wVAvrMclmb,943317653254524933,cryptochatforum,Crypto Chat,1515282335000.0,0,0,0
949788993947922437,"Get Free #Bitcoin BTC/$2,000 here.http://ift.tt/1dBS5NK pic.twitter.com/sgxCImVO1g",154408762,BitcoinWorker,BitcoinMiner,1515282317000.0,1,0,0
949788944765505537,#BTC Average: 17286.66$  #Bitfinex - 17165.00$ #Poloniex - 17170.54$ #Bitstamp - 17131.62$ #Coinbase - 17122.00$ #Binance - 17100.00$ #CEXio - 18313.00$ #Kraken - 17109.40$ #Cryptopia - 16594.00$ #Bittrex - 17161.00$ #GateCoin - 18000.00$  #Bitcoin #Exchanges #Price,935068477269925888,coin_sight,CoinSight,1515282305000.0,0,0,0
949788940072079360,2018/01/07 08:45  #BTC 2034404.5円 #ETH 119141.9円 #ETC 4043円 #BCH 300340.6円 #XRP 312.3円 #XEM 193.8円 #LSK 3695.5円 #MONA 1000円  #仮想通貨 #ビットコイン #Bitcoin #イーサリアム #Ethereum #ビットコインキャッシュ #リップル #Ripple #Coincheck,946732988036890624,coin_chart,仮想通貨チャート,1515282304000.0,0,0,0
949788934485065728,"RT @ion_gab: Great article @ercwl, keep it up! https://news.bitcoin.com/trading-tip-the-wall-did-ripple-almost-dethrone-bitcoin-using-this-one-simple-trick/ … #altcoins #bitcoin #cryptocurrency #Ripple $BTC $ETH $XRP $XVG $XRB…",838231296660819969,ryunikakyuji,生還したいと思います,1515282302000.0,0,0,0
949788918630805505,"(3) $BTC #Bitcoin Short frame:We have an ascending channel forming for the past few days,& an inverse head and shoulder (ihs) right under major R As always, take a little profit around major lvls. NOTE: For larger $BTC holdings i wld use prem to buy some opt hedging @ these lvls pic.twitter.com/CKZRcthrX6",31339252,GS612,E,1515282299000.0,0,0,0
949788898959347713,$BTC/USD chart https://www.coinigy.com/s/i/5a515f5c8d1b1/ … $BTC.X via @coinigy #bitcoin resistance lines in yellow support in green,104094109,hzmoke,Francis,1515282294000.0,0,1,0
949788743585681408,A few seats are still available in my private group.  Send me a private message if you are intesrested!  $BTC #BITCOIN $BCCpic.twitter.com/8gX94zcCEo,864465224430211073,crypto_mountain,Cryptoz,1515282257000.0,1,4,0
949788739076796421,Bugün 900 seviyelerini koruyan TRX 2000 bandından düşerek insanlara panik satışı yaptırdı.Sakin olalım sabreden kazanacaktır.#BitcoineNelerOluyor #Bittrex #bitcoin #bitcointrading #btc #bitcoinanalizpic.twitter.com/ucVr3Aetvd,948480577010913280,Cointeleks,Cointeleks,1515282256000.0,0,1,0
949788704557576192,Looking for an Alt Coin exchange? One with a decent amount of quality coins? Try @kucoincom Interface is nice & coins are FIREE  https://www.kucoin.com/#/?r=25ff2  lots of $NEO assets!! $RPX  I will chart some coins for anyone whos uses ref link above! $xrp $btc #bitcoin $eth #crypto,881033885072596993,BoohaaCrypto,Boohaa,1515282248000.0,0,1,0
949788493332414464,"$BTC #HODL strong hands prepare for maximum profits, #bitcoin is up for a big bullish move in the next years, #buyandhold",862469112051662850,rodbitcoin,rodl,1515282197000.0,0,2,0
949788441255931904,Bitcoin Fees Are Falling Amidst Greater Segwit Adoption https://goo.gl/sk7ve4  $BTC #Cryptopic.twitter.com/haEi3neGND,927222893460811777,cryptohuntco,cryptohunter,1515282185000.0,0,0,0
949788411249995776,#Bitcoin'in $BTC şu anki fiyatı: 63871 TL,893037454269321218,bitcoinnekadar,Bitcoin Ne Kadar?,1515282178000.0,0,0,0
949788368564621313,Video $BTC: Want to view the latest blockchain videos on YouTube? http://twib.in/l/RnMXRAMgGL6n  #Bitcoin #BTC #video,939205728086167552,BitcoinLinkPage,Bitcoin Link Page,1515282167000.0,0,0,0
949788345571266560,"BTC,ETH,ETC,LTC,BCH,MONA Please send me kindly　 #Bitcoin #VirtualCurrency",939409078870142976,please01417095,please,1515282162000.0,0,0,0
949788240701284352,"Buy SYMM tokens with Bitcoin! and get 7.5% bonus, buy now! - http://www.symmetry.fund  #symmetryfund #ico #crypto #ethereum #bitcoin #btc #eth #symm",14232409,PokerDeal,Imteaz,1515282137000.0,0,0,0
949788202252029955,"We are about to go to another level sir. ""Cross-Check"" ... ""All-Call"". We are leveling up. #Bitcoin #BTC is ready. pic.twitter.com/g1KjgkCSN0",102243107,cbassthefish,cbassthefish,1515282128000.0,0,1,1
949788182287011840,hi evriyone   #BitRoad_Io PRE-ICO is live. 0.5$/BTC in january 2018  BTC/ETH/LTC Accepted #ICO #CryptoCurrencies #Bitcoin #ethereum,931556615244750848,zZTuan_AnhZz,Tuấn Anh,1515282123000.0,0,2,0
949788172774461445, -4 Visa Suspends All Bitcoin Debit Cards Issued by WaveCrest https://cryptopanic.com/news/739777/Visa-Suspends-All-Bitcoin-Debit-Cards-Issued-by-WaveCrest?utm_source=notifications&utm_medium=twitter&utm_campaign=Twitter+Trending … $BTC #bitcoin #XBT #cryptocurrency,869333058876559361,CryptoPanicCom,CryptoPanic,1515282121000.0,2,4,0
949788144546627584,#Lunyr $Lun has a LOW LOW LOW maker cap under 2 7 MILLION availability supply. The NEXT #Moonshot like crazy!! Get in! #retweet #Bitcoin #Neo #ripple #BTC pic.twitter.com/g3TtIfrdaI,191608422,DemetriusWalls,Demetrius Walls,1515282114000.0,1,2,0
949788130693058561,I’ve been tweeting this a lot lately but watch your alts. $BTC chart looks healthy and may run up to 17500 - 18000 level. This will hurt your alts priced in $BTC on the way up. #Bitcoin $XRP $ADA $TRX $BNB $APPC,399793151,dproxima,Crypto Dan the Man,1515282111000.0,1,7,1
949788111646724098,"#sprouts coin is up over 400%,I have not looked into this one yet, but when looking at the chart alone I do not get why people would invest. A coin only used for pump/dump schemes. 1.5k #dogecoin giveaway!Follow!RT!   #bitcoin $btc $eth $dash $xrm $xvg $ltc #CryptoNews @dogecoin",19021819,Lucid420,CryptoPeasant,1515282106000.0,8,10,4
949788106592432128,#rtx #tron #bitcoin #btc #crypto #cryptocurrency this is why you should buy now and #HODLpic.twitter.com/7EcHzzskd2,32681888,alexlowe182,Alex Lowe,1515282105000.0,0,0,0
949788052842565632,Geliyo geliyo gibi yapıyo #trx #troncoin #xlm #iota #btc #bitcoin #xrp #Ripplehttps://twitter.com/justinsuntron/status/949663992309415936 …,948371859086696448,koin_erkegi,koin erkeği,1515282092000.0,0,0,0
949788013990764544,"Take on the $BTC or USD debate:  I) Many traders/investors want more Bitcoin  II) Most traders/investors sell BTC to get USD if they're cashing out  Altcoins are a means to getting more BTC.  If you took an altcoin trade, and didn't end up with more BTC, you've failed.  Simple.",899558268795842561,CryptoCred,Cred,1515282083000.0,63,262,24
949788007053365249,Items For Sale (digital) • http://btc.cool  only .012 Btc https://forum.bitcoin.com/viewtopic.php?t=64216&p=123484#p123484 … #bitcoin,2203789370,BitcoinForums,Bitcoin Forum,1515282081000.0,0,0,0
949787984429281281,"yep.  Microsoft stops supporting Legacy Bitcoin (BTC), saying it only supports ""active payment instruments.""",902397565,nostawjk,COMFORTABLEPANTS,1515282076000.0,0,0,0
949787948001701888,RT: @BTCTN-Finance ‘Guru’ James Altucher Is Launching a Cryptocurrency Exchange http://ift.tt/2CLi1NR  #Bitcoin pic.twitter.com/82ZDWU1pBZ #kidec #blockchain #bitcoin #btc #ethereum,4096313151,patcologne11,Pat Cologne,1515282067000.0,0,0,0
949787945887780865,#bitcoin Everyone who's trading BTC right now via /r/Bitcoin http://ift.tt/2m67uU6 ,1616470518,SatoshiAtak,Satoshi Atak 🔱🇦🇺,1515282067000.0,0,0,0
949787931593641985,Yes you’ll see #cryptocurrencies over $1 Trillion this month! learn more about dlbx - https://buff.ly/2F4h7uv  - #bitcoin #ethereum #litecoin #ripple #dash #monero #dogecoin #nem #dlbx #nxt #peercoin #potcoin #primecoin #nutbits #coinye #titcoin #omnilayer #crypto #btc pic.twitter.com/Uvqc1qSUd6,907658015037255680,DealBoxinc,DealBox Inc.,1515282063000.0,1,1,1
949787928733016064,#Bitcoin $1 USD is currently worth ฿5.836E-5 BTC! #GoldCoinJar,3886801458,GoldCoinJar,Goldcoinjar,1515282063000.0,0,0,0
949787906398408704,Facts and predictions about bitcoin and cryptos - #BTC #Bitcoin #Crypto http://www.allcryptocurrencies.news/bitcoin/facts-and-predictions-about-bit …...,895661606566117377,allbitcoin_news,All Bitcoin News,1515282057000.0,0,0,0
949787892255285248,$BTC Bitcoin is sticking in the $17K zone...the Giant is re-awakening again. #btc #bitcoin #cryptocurrency #crypto,11267122,sleon,Santiago Leon 📱,1515282054000.0,0,0,0
949787864556032000,#crypto mkt cap last hour   $QTUM +1.557b $BTC +392.215m $BTG +148.386m   $ADA -358.831m $SC -181.482m $XEM -176.220m  Lowest fees in trading https://goo.gl/TPrZ1K  / #bitcoin #cryptocurrency,898944887848153092,analyst5_bot,analyst5,1515282047000.0,1,0,0
949787766094745600,Here you can earn free bitcoin https://freebitco.in/?r=11541784  #bitcoin #btc #free #freebitcoin #faucet,38656058,Thi_ms,Thiago Morais,1515282024000.0,0,0,0
949787536775417858,Yes...Bitcoin to 1 million...lol. keep believing that...no new investors are interested in BTC...only for a quick scalp.,945709364391940106,galu_born,Galu Galu,1515281969000.0,0,1,1
949787511101980672,FinTech Central: Bitcoin is not “closing”! And other misconceptions debunked. #btc #xbt #currency #crypto http://makebitcoins.de/fintech-central-bitcoin-is-not-closing-and-other-misconceptions-debunked …,905898647312793601,Rubencoin,Ruben Moser,1515281963000.0,0,0,0
949787462225809408,5 year old educates blockchain expert on trade agreements #bitcoin $BTC https://youtu.be/hYip_Vuv8J0  via @YouTube,2573731153,daniilatcerulli,"Daniil Shapiro, CFA",1515281951000.0,0,0,0
949787429980041216,$VOISE in Bittrex and Binance soon.. #bitcoin #litecoin #ethereum #voise $btc $ltc $eth $voise https://twitter.com/BarnettYo/status/949727987276140544 …,1541024497,theworldright,Be yourself.,1515281944000.0,0,6,0
949787332005302273,Negative Things Famous and Powerful People Said About Bitcoin https://www.bloqtimes.com/famous-powerful-people-negative-views-bitcoin/ … #bitcoin #BTC #quotes #cryptocurrencies,923701369558663168,bloqtimes,Bloqtimes,1515281920000.0,1,1,0
949787178686586880,Bitcoin Price Technical Analysis for 01/03/2018 – Small Uptrend in Play http://dlvr.it/Q9BFCS pic.twitter.com/W37ZJKTIvX,940527061357285376,btc_time,Eyal Avraham,1515281884000.0,0,0,0
949787163452956672,"#btc,#bitcoin Bitcoin Price Watch; Using Intraday To Full Effect http://bitcoinbuy.shop/bitcoin-price-watch-using-intraday-to-full-effect-2/ …",894215725509902336,PetyaevaAnfisa,Anfisa Petyaeva,1515281880000.0,0,0,0
949787144503033856,247 Bitcoin News BTC Bitcoins Former PayPal Executives Invest Millions in Cryptocurrency Index Fund - https://247bitcoin.net/former-paypal-executives-invest-millions-in-cryptocurrency-index-fund/ …pic.twitter.com/7xAf4J4GP1,2691180199,247Bitcoin,247 Bitcoin News,1515281876000.0,0,0,0
949787097887625222,247 Bitcoin News BTC Bitcoins Finance ‘Guru’ James Altucher Is Launching a Cryptocurrency Exchange - https://247bitcoin.net/finance-guru-james-altucher-is-launching-a-cryptocurrency-exchange/ …pic.twitter.com/l3ALY6wHlt,2691180199,247Bitcoin,247 Bitcoin News,1515281864000.0,0,0,0
949787047711199233,SENT December 10 2017 @ 11:52 PM From: My Bitcoin Wallet >>>pending<<< 0.00238288 BTC — feeling annoyed,751553190022176769,SNLSnetwork,SomeNextLevelShit,1515281853000.0,0,0,0
949787017289678850,$APPC is about to take off... don't miss this hidden gem on binance.   #litecoin #bitcoin #LTC #BTC #APPC #VEN,2664341456,litecoindad,Łitecoindad,1515281845000.0,2,7,0
949786962004791296,Altcoin.io - Decentralized Cryptocurrency Exchange - #bitcoin #ethereum #crypto #altcoins Sign up for early access:http://www.altcoin.io?kid=KHH9Paltcoin.io/?kid=KHH9P ,929845236364439552,deoxygen_BTC,John Caz,1515281832000.0,0,0,0
949786845948366849,I liked a @YouTube video http://youtu.be/xrB9VY3i9jM?a  Bitcoin (BTC) Morning Update: Fractal #3 is Spotted!! Check out the his chart!,18287095,viviannnapp,Viviann Napp,1515281804000.0,0,0,0
949786789409038336,Kucoinがポストbinanceかな。 http://nantonakucoin.seesaa.net/article/456002104.html … #btc #eth #etc #Binance #イーサリアム #bitcoin #仮想通貨,388873565,jiang1ming2,岡田将明@中国嫁持ち,1515281791000.0,0,0,0
949786682676727808,Are You Bullish Or Bearish On #Bitcoin? Start #Trading #BTCUSD Today!  http://ElixiumBitcoin.com/   Up To 100:1 Leverage!  No FIAT Currency Required To Trade!  #BTC $BTC #XBT $XBT #Ethereum #ETH #Litecoin #LTC #Crypto #Cryptocurrency #Blockchain #Forex #Stocks #Investingpic.twitter.com/wI81u1Apux,886781405623181314,BitcoinLootbox,⚡️ Crypto Cutie 👩‍🚀🚀,1515281765000.0,0,0,0
949786637587963905,BUY BITCOIN WITH PAYPAL HERE! https://goo.gl/HE68gS   INSTRUCTIONS HERE ->> https://goo.gl/Ek6m3o   Only way to buy BTC with PAYPAL! SKRILL CAN BE USED TO!,2416622288,BitcoinTraderzz,Bitcoin Traders News ☆,1515281755000.0,0,0,0
949786485607165953,"If you ever click a link from an email or a website/forum that prompts you to enter your private keys, it's likely a #PhishingScam.   Example below:  #Scam #myetherwallet #phishing @myetherwallet #CryptoScam $xbt #bitcoin #ethereum $eth #eth $btc pic.twitter.com/VbqgDkHqHH",429432661,BuyTheDipBaby,ℂ𝕙𝕣𝕚𝕤𝕥𝕠𝕤... 🕶,1515281719000.0,3,8,1
